"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"152","05-31",NA,39.99,38.66,37.39,33.41,40.9,27.05,28.01,26.27,67.83,23.65,32.09,NA,26.27,67.83,35.9318181818182,"RO"
"153","06-01",NA,40.53,39.06,37.72,33.82,41.23,27.4,28.3,26.82,68.07,24.09,32.45,NA,26.82,68.07,36.3172727272727,"RO"
"154","06-02",NA,41.02,39.5,38.04,34.19,41.54,27.75,28.57,27.4,68.21,24.41,32.79,NA,27.4,68.21,36.6745454545455,"RO"
"155","06-03",NA,41.56,39.94,38.35,34.53,41.84,28.12,28.87,27.95,68.34,24.78,33.22,NA,27.95,68.34,37.0454545454545,"RO"
"156","06-04",NA,42.09,40.36,38.66,34.94,42.16,28.51,29.11,28.49,68.5,25.17,33.68,NA,28.49,68.5,37.4245454545455,"RO"
"157","06-05",NA,42.54,40.78,38.96,35.35,42.47,28.9,29.33,29.03,68.74,25.64,34.14,NA,28.9,68.74,37.8072727272727,"RO"
"158","06-06",NA,43,41.13,39.25,35.76,42.76,29.25,29.57,29.58,69.02,26.19,34.48,NA,29.25,69.02,38.1809090909091,"RO"
"159","06-07",NA,43.46,41.54,39.56,36.18,43.06,29.6,29.85,30.16,69.33,26.53,34.79,NA,29.6,69.33,38.5509090909091,"RO"
"160","06-08",NA,43.96,41.98,39.92,36.52,43.31,29.93,30.14,30.75,69.59,26.88,35.05,NA,29.93,69.59,38.9118181818182,"RO"
"161","06-09",NA,44.47,42.44,40.29,36.78,43.58,30.27,30.46,31.35,69.81,27.27,35.39,NA,30.27,69.81,39.2827272727273,"RO"
"162","06-10",NA,45.03,42.92,40.64,37.06,43.83,30.65,30.84,31.95,70.03,27.63,35.61,NA,30.65,70.03,39.6536363636364,"RO"
"163","06-11",NA,45.59,43.44,40.96,37.34,44.22,31.08,31.09,32.53,70.24,28.05,35.99,NA,31.08,70.24,40.0481818181818,"RO"
"164","06-12",NA,46.15,43.95,41.25,37.65,44.59,31.47,31.34,33.11,70.49,28.54,36.46,NA,31.34,70.49,40.4545454545455,"RO"
