"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"152","05-31",52.72,37.16,28.39,29.19,23.08,24.93,27.87,34.66,47.27,73.7,57.18,30.66,NA,23.08,73.7,38.9008333333333,"HU"
"153","06-01",52.89,37.31,28.56,29.38,23.2,25.19,28.18,34.92,46.5,73.84,57.4,30.97,NA,23.2,73.84,39.0283333333333,"HU"
"154","06-02",53.04,37.53,28.71,29.57,23.26,25.44,28.49,35.21,47.06,73.94,57.63,31.36,NA,23.26,73.94,39.27,"HU"
"155","06-03",53.21,37.76,28.83,29.76,23.33,25.68,28.82,35.49,47.58,74.06,57.86,31.68,NA,23.33,74.06,39.505,"HU"
"156","06-04",53.38,37.99,28.96,29.95,23.4,25.97,29.15,35.89,48.16,74.17,58.12,32.06,NA,23.4,74.17,39.7666666666667,"HU"
"157","06-05",53.53,38.21,29.1,30.15,23.47,26.25,29.48,36.31,48.72,74.3,58.4,32.45,NA,23.47,74.3,40.0308333333333,"HU"
"158","06-06",53.69,38.45,29.25,30.35,23.6,26.52,29.8,36.72,49.3,74.46,58.68,32.83,NA,23.6,74.46,40.3041666666667,"HU"
"159","06-07",53.86,38.69,29.44,30.51,23.73,26.78,30.11,37.12,49.87,74.62,58.93,33.15,NA,23.73,74.62,40.5675,"HU"
"160","06-08",54.02,38.92,29.63,30.67,23.88,27.03,30.41,37.53,50.46,74.75,59.19,33.55,NA,23.88,74.75,40.8366666666667,"HU"
"161","06-09",54.19,39.15,29.81,30.84,24.06,27.26,30.73,37.97,51.05,74.89,59.45,33.96,NA,24.06,74.89,41.1133333333333,"HU"
"162","06-10",54.34,39.39,29.99,30.99,24.24,27.51,31.06,38.41,51.63,75.01,59.72,34.38,NA,24.24,75.01,41.3891666666667,"HU"
"163","06-11",54.53,39.62,30.15,31.13,24.42,27.77,31.38,38.84,52.2,75.13,59.99,34.82,NA,24.42,75.13,41.665,"HU"
"164","06-12",54.7,39.85,30.31,31.29,24.55,28.06,31.69,39.27,52.76,75.29,60.29,35.26,NA,24.55,75.29,41.9433333333333,"HU"
"165","06-13",54.86,40.08,30.47,31.45,24.69,28.31,31.98,39.7,53.32,75.46,60.61,35.63,NA,24.69,75.46,42.2133333333333,"HU"
"166","06-14",55.01,40.31,30.63,31.63,24.83,28.58,32.25,40.13,53.92,75.63,60.88,36.07,NA,24.83,75.63,42.4891666666667,"HU"
"167","06-15",55.17,40.55,30.8,31.81,24.97,28.85,32.51,40.55,54.52,75.76,61.16,36.49,NA,24.97,75.76,42.7616666666667,"HU"
"168","06-16",55.32,40.81,30.97,31.95,25.1,29.11,32.76,41.02,55.1,75.89,61.4,36.86,NA,25.1,75.89,43.0241666666667,"HU"
"169","06-17",55.47,41.06,31.12,32.1,25.23,29.36,33.01,41.49,55.65,76.05,61.64,37.25,NA,25.23,76.05,43.2858333333333,"HU"
"170","06-18",55.64,41.29,31.26,32.27,25.36,29.62,33.27,41.96,56.22,76.21,61.88,37.64,NA,25.36,76.21,43.5516666666667,"HU"
"171","06-19",55.81,41.53,31.4,32.42,25.5,29.9,33.53,42.4,56.76,76.37,62.21,38.01,NA,25.5,76.37,43.82,"HU"
"172","06-20",55.97,41.77,31.55,32.57,25.64,30.15,33.81,42.86,57.31,76.54,62.54,38.38,NA,25.64,76.54,44.0908333333333,"HU"
"173","06-21",56.12,42.03,31.73,32.74,25.8,30.41,34.04,43.31,57.87,76.71,62.82,38.6,NA,25.8,76.71,44.3483333333333,"HU"
"174","06-22",56.27,42.28,31.93,32.92,25.94,30.67,34.22,43.75,58.43,76.84,63.04,38.7,NA,25.94,76.84,44.5825,"HU"
"175","06-23",56.4,42.53,32.13,33.01,26.08,30.92,34.37,44.21,58.99,76.96,63.27,38.82,NA,26.08,76.96,44.8075,"HU"
