"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"86","03-26",37.14,49.75,17.1,40.6,21.69,27.47,16.7,10.03,30.14,77.1,41.79,23.26,NA,10.03,77.1,32.7308333333333,"SK"
"87","03-27",37.01,49.64,16.37,40.51,21.4,27.35,16.48,9.73,30.19,76.98,41.86,23.65,NA,9.73,76.98,32.5975,"SK"
"88","03-28",36.87,49.56,15.64,40.41,21.23,27.3,16.42,9.44,30.35,77.06,41.93,24,NA,9.44,77.06,32.5175,"SK"
"89","03-29",36.74,49.47,14.79,40.43,20.98,27.18,16.52,9.17,30.53,77.14,42,24.36,NA,9.17,77.14,32.4425,"SK"
"90","03-30",36.61,49.35,14.26,40.45,20.7,27.18,16.59,8.91,30.77,77.03,42.15,24.7,NA,8.91,77.03,32.3916666666667,"SK"
"91","03-31",36.51,49.22,13.51,40.44,20.34,27.09,16.35,4.51,27.81,76.65,42.33,17.25,NA,4.51,76.65,31.0008333333333,"SK"
"92","04-01",36.46,48.98,12.78,39.03,19.95,27.29,16.58,4.79,28.96,76.57,42.57,19.38,NA,4.79,76.57,31.1116666666667,"SK"
"93","04-02",36.4,48.65,12.25,38.76,19.58,27.48,16.82,4.84,29.19,76.32,42.87,19.35,NA,4.84,76.32,31.0425,"SK"
"94","04-03",36.36,48.34,11.77,39.04,19.18,27.71,17.06,4.9,29.4,76.12,43.07,19.28,NA,4.9,76.12,31.0191666666667,"SK"
"95","04-04",36.28,48.04,11.07,39.28,18.84,27.91,17.3,4.88,29.87,76.05,43.26,19.2,NA,4.88,76.05,30.9983333333333,"SK"
"96","04-05",36.19,47.85,10.21,39.57,18.52,28.19,17.49,4.81,30.39,76,43.44,19.19,NA,4.81,76,30.9875,"SK"
"97","04-06",36.15,47.7,9.43,39.84,18.18,28.53,17.57,4.79,30.94,75.91,43.43,19.26,NA,4.79,75.91,30.9775,"SK"
"98","04-07",36.09,47.5,8.67,40.08,17.87,27.21,17.57,4.82,31.49,75.9,43.2,19.4,NA,4.82,75.9,30.8166666666667,"SK"
"99","04-08",36.03,47.25,7.91,40.36,17.47,27.39,17.69,4.89,32.04,75.95,42.96,19.55,NA,4.89,75.95,30.7908333333333,"SK"
"100","04-09",35.99,46.96,7.18,40.57,17.12,27.57,17.83,5,32.61,76.05,42.84,19.61,NA,5,76.05,30.7775,"SK"
"101","04-10",35.91,46.66,6.46,40.74,16.83,27.78,17.99,5.19,33.09,76.14,42.85,19.63,NA,5.19,76.14,30.7725,"SK"
"102","04-11",35.85,46.46,5.76,40.9,16.62,27.92,18.02,5.36,33.52,76.25,42.92,19.61,NA,5.36,76.25,30.7658333333333,"SK"
"103","04-12",35.79,46.24,5.32,41.11,16.42,28.13,18.04,5.53,33.94,76.35,42.88,19.57,NA,5.32,76.35,30.7766666666667,"SK"
"104","04-13",35.75,46.09,4.96,41.32,16.15,28.32,18.07,5.73,34.35,76.47,42.68,19.57,NA,4.96,76.47,30.7883333333333,"SK"
"105","04-14",35.66,45.99,4.6,41.43,15.94,28.46,18.13,6,34.76,76.39,42.39,19.63,NA,4.6,76.39,30.7816666666667,"SK"
"106","04-15",35.58,45.88,4.23,41.54,15.71,28.73,18.42,6.31,35.19,76.41,42.17,19.74,NA,4.23,76.41,30.8258333333333,"SK"
"107","04-16",35.6,45.7,3.87,41.65,15.56,29.01,18.56,6.6,35.58,76.5,41.95,19.83,NA,3.87,76.5,30.8675,"SK"
"108","04-17",35.56,45.4,3.57,41.72,15.44,29.33,18.68,6.92,36.01,76.62,41.8,19.9,NA,3.57,76.62,30.9125,"SK"
"109","04-18",35.54,45.13,3.21,41.88,15.28,29.49,18.68,7.15,36.52,76.84,41.67,19.98,NA,3.21,76.84,30.9475,"SK"
"110","04-19",35.55,44.99,2.92,42.11,15.1,29.71,18.61,7.45,37.19,77.04,41.53,20.09,NA,2.92,77.04,31.0241666666667,"SK"
"111","04-20",35.53,44.87,2.66,42.3,14.87,29.89,18.53,7.8,37.85,75.95,41.42,20.14,NA,2.66,75.95,30.9841666666667,"SK"
"112","04-21",35.53,44.77,2.43,42.5,14.72,30.07,18.48,8.16,38.53,75.97,41.35,20.14,NA,2.43,75.97,31.0541666666667,"SK"
"113","04-22",35.53,44.64,2.21,42.64,14.57,30.33,18.77,8.53,39.21,75.97,41.24,20.23,NA,2.21,75.97,31.1558333333333,"SK"
"114","04-23",35.53,44.6,2,42.82,14.43,30.65,19.04,8.82,39.7,75.99,41.14,20.35,NA,2,75.99,31.2558333333333,"SK"
"115","04-24",35.57,44.6,1.79,43.03,14.3,30.91,19.11,8.87,40.07,76.02,41.06,20.51,NA,1.79,76.02,31.32,"SK"
"116","04-25",35.61,44.59,1.61,43.26,14.24,31.06,19.06,8.92,40.56,76.2,40.97,20.63,NA,1.61,76.2,31.3925,"SK"
"117","04-26",35.64,44.59,1.43,43.52,14.2,31.07,18.98,8.95,41.06,76.38,40.86,20.64,NA,1.43,76.38,31.4433333333333,"SK"
"118","04-27",35.64,44.59,1.3,43.79,14.09,31.16,18.85,9.21,41.61,76.53,40.76,20.71,NA,1.3,76.53,31.52,"SK"
"119","04-28",35.64,44.59,1.14,44.07,13.95,31.18,18.88,9.52,42.17,76.72,40.7,20.78,NA,1.14,76.72,31.6116666666667,"SK"
"120","04-29",35.62,44.63,1.42,44.39,13.74,31.19,19.16,9.86,42.77,77.04,40.67,20.91,NA,1.42,77.04,31.7833333333333,"SK"
"121","04-30",35.62,42.68,4.75,45.13,13.45,31.48,19.45,10.22,43.39,76.1,34.43,21.14,NA,4.75,76.1,31.4866666666667,"SK"
"122","05-01",35.2,42.09,4.53,45.53,13.32,31.92,19.64,13.42,44.08,76.43,34.7,21.44,NA,4.53,76.43,31.8583333333333,"SK"
"123","05-02",35.58,42.19,4.46,45.99,13.53,32.37,19.66,13.45,44.66,76.74,34.97,21.73,NA,4.46,76.74,32.1108333333333,"SK"
"124","05-03",36.06,42.31,4.39,46.45,13.76,32.8,19.73,13.35,45.19,77.02,35.13,22.05,NA,4.39,77.02,32.3533333333333,"SK"
"125","05-04",36.5,42.43,4.32,46.86,13.97,33.22,19.85,13.34,45.75,77.22,35.32,22.29,NA,4.32,77.22,32.5891666666667,"SK"
"126","05-05",36.8,42.64,4.25,47.23,14.22,33.61,19.89,13.46,46.24,77.43,35.42,22.56,NA,4.25,77.43,32.8125,"SK"
"127","05-06",37.23,42.85,4.18,47.65,14.49,33.93,20.22,13.58,46.66,77.52,35.53,22.88,NA,4.18,77.52,33.06,"SK"
"128","05-07",37.81,43.05,4.12,48.05,14.72,34.64,20.55,13.7,47.07,77.67,35.62,23.56,NA,4.12,77.67,33.38,"SK"
"129","05-08",38.35,43.16,4.05,48.46,14.94,35.22,20.81,13.83,47.67,77.97,35.83,24.24,NA,4.05,77.97,33.7108333333333,"SK"
"130","05-09",38.84,43.21,4,48.89,15.24,35.78,20.9,14.01,48.25,78.32,36.1,24.77,NA,4,78.32,34.0258333333333,"SK"
"131","05-10",39.39,43.42,3.94,49.41,15.52,36.26,20.94,14.19,48.87,76.32,36.3,25.19,NA,3.94,76.32,34.1458333333333,"SK"
"132","05-11",39.97,43.62,3.87,49.92,15.77,36.7,21.12,14.5,49.65,76.56,36.55,25.93,NA,3.87,76.56,34.5133333333333,"SK"
"133","05-12",40.56,43.83,3.81,50.33,16.09,37.11,21.46,14.86,50.48,76.58,36.79,26.73,NA,3.81,76.58,34.8858333333333,"SK"
"134","05-13",41.14,44.05,3.74,50.76,16.37,37.53,21.82,15.24,51.15,76.7,37.02,27.63,NA,3.74,76.7,35.2625,"SK"
"135","05-14",41.76,44.27,3.67,51.19,16.7,38.01,22.18,15.63,51.83,76.75,37.29,28.4,NA,3.67,76.75,35.64,"SK"
"136","05-15",42.38,44.71,3.59,51.52,16.93,38.45,22.5,16.03,52.48,76.88,37.6,29.17,NA,3.59,76.88,36.02,"SK"
"137","05-16",42.95,45.1,3.52,51.87,17.27,38.81,22.61,16.38,53.16,77.2,37.92,29.89,NA,3.52,77.2,36.39,"SK"
"138","05-17",43.51,45.55,3.53,52.32,17.6,39.16,22.91,16.7,53.86,77.55,38.04,30.32,NA,3.53,77.55,36.7541666666667,"SK"
"139","05-18",44.1,45.75,3.62,52.76,17.9,39.5,23.21,17.01,54.65,77.8,38.18,30.87,NA,3.62,77.8,37.1125,"SK"
"140","05-19",44.74,45.97,3.7,53.25,18.16,39.95,23.63,17.43,55.46,78.1,38.35,31.5,NA,3.7,78.1,37.52,"SK"
"141","05-20",45.39,46.13,3.91,53.76,18.39,40.4,24.03,17.88,56.18,77.21,38.5,32.12,NA,3.91,77.21,37.825,"SK"
"142","05-21",46.09,46.29,4.06,54.27,18.64,40.93,24.4,18.34,56.96,77.49,38.7,32.83,NA,4.06,77.49,38.25,"SK"
"143","05-22",46.8,46.49,4.17,54.8,18.86,41.47,24.68,18.81,57.72,77.83,38.98,33.54,NA,4.17,77.83,38.6791666666667,"SK"
"144","05-23",47.41,46.65,4.24,55.32,19.08,41.97,25.01,19.26,58.46,78.09,39.24,34.14,NA,4.24,78.09,39.0725,"SK"
"145","05-24",47.73,46.96,4.33,55.9,19.33,42.43,25.33,19.73,59.23,78.33,39.3,34.81,NA,4.33,78.33,39.4508333333333,"SK"
"146","05-25",48.03,47.21,4.45,56.48,19.52,42.92,25.62,20.18,60.09,78.5,39.44,35.41,NA,4.45,78.5,39.8208333333333,"SK"
"147","05-26",48.29,47.32,4.57,57.07,19.73,43.43,25.87,20.64,61.03,78.68,39.58,36.1,NA,4.57,78.68,40.1925,"SK"
"148","05-27",48.59,47.42,4.7,57.62,19.93,43.92,26.27,21.14,61.9,78.82,39.72,36.93,NA,4.7,78.82,40.58,"SK"
"149","05-28",49.18,47.53,4.84,58.17,20.15,44.42,26.68,21.58,62.69,78.95,39.86,37.87,NA,4.84,78.95,40.9933333333333,"SK"
"150","05-29",49.94,47.67,4.99,58.67,20.44,44.93,27,22.02,63.41,79.09,40.1,38.81,NA,4.99,79.09,41.4225,"SK"
"151","05-30",50.65,48.45,5.1,59.23,20.77,45.44,27.44,22.47,64.14,79.29,40.34,39.6,NA,5.1,79.29,41.91,"SK"
"152","05-31",51.38,48.56,5.23,59.68,21.13,45.8,27.69,22.9,64.9,79.49,37.39,40.36,NA,5.23,79.49,42.0425,"SK"
"153","06-01",51.97,50.6,5.76,60.03,21.56,46.21,28.11,23.12,65.57,78.7,37.62,40.99,NA,5.76,78.7,42.52,"SK"
"154","06-02",52.65,50.72,6.3,60.55,21.88,46.62,28.5,23.45,66.26,79.05,37.95,41.81,NA,6.3,79.05,42.9783333333333,"SK"
"155","06-03",53.3,50.84,6.86,61.03,22.24,47.11,28.99,23.75,66.84,79.42,38.3,42.61,NA,6.86,79.42,43.4408333333333,"SK"
"156","06-04",54,51.3,7.49,61.44,22.59,47.68,29.51,23.97,68.87,79.84,38.67,43.46,NA,7.49,79.84,44.0683333333333,"SK"
"157","06-05",54.69,51.83,8.13,61.84,22.9,48.27,29.99,24.16,69.41,80.13,39.11,44.32,NA,8.13,80.13,44.565,"SK"
"158","06-06",55.25,52.21,8.84,62.23,23.26,48.73,30.29,24.43,69.86,80.48,39.57,45.12,NA,8.84,80.48,45.0225,"SK"
"159","06-07",55.82,52.66,9.64,62.69,23.64,49.29,30.72,24.7,70.42,80.93,39.82,45.83,NA,9.64,80.93,45.5133333333333,"SK"
"160","06-08",56.37,53.11,10.29,63.2,23.96,49.84,31.18,24.94,71.17,81.24,40.16,46.5,NA,10.29,81.24,45.9966666666667,"SK"
"161","06-09",56.92,53.58,11.01,63.72,24.35,50.35,31.58,25.29,71.94,81.44,40.42,47.16,NA,11.01,81.44,46.48,"SK"
"162","06-10",57.48,54.06,11.76,64.22,24.74,50.96,31.84,25.65,72.56,81.74,40.75,47.78,NA,11.76,81.74,46.9616666666667,"SK"
"163","06-11",58.11,54.49,12.49,64.64,25.15,51.59,32.29,25.93,73.2,81.92,41.18,48.72,NA,12.49,81.92,47.4758333333333,"SK"
"164","06-12",58.75,54.91,13.11,65.07,25.81,52.21,32.74,26.09,73.85,82.18,41.69,49.66,NA,13.11,82.18,48.0058333333333,"SK"
"165","06-13",59.37,55.31,13.72,65.5,25.95,52.53,33.02,26.96,74.5,82.57,42.15,50.5,NA,13.72,82.57,48.5066666666667,"SK"
"166","06-14",59.94,55.71,14.36,65.99,26.38,52.85,33.31,27.2,75.09,82.89,42.52,51.13,NA,14.36,82.89,48.9475,"SK"
"167","06-15",60.53,56.27,15.06,66.5,26.73,53.15,33.63,27.59,75.96,82,42.94,51.83,NA,15.06,82,49.3491666666667,"SK"
"168","06-16",61.14,56.82,15.78,66.92,27.07,53.47,33.97,28.04,76.82,82.38,43.32,52.09,NA,15.78,82.38,49.8183333333333,"SK"
"169","06-17",61.73,57.04,16.5,67.37,27.41,53.85,34.42,28.48,77.36,82.93,43.66,52.44,NA,16.5,82.93,50.2658333333333,"SK"
"170","06-18",62.34,57.25,17.23,67.82,27.75,54.48,34.87,28.86,77.9,83.23,44.01,53.1,NA,17.23,83.23,50.7366666666667,"SK"
"171","06-19",62.97,57.43,17.97,68.36,28.11,54.95,35.25,29.13,78.56,83.36,44.48,53.8,NA,17.97,83.36,51.1975,"SK"
"172","06-20",63.57,57.58,18.73,68.88,28.46,55.72,35.64,29.49,79.03,83.69,44.97,54.39,NA,18.73,83.69,51.6791666666667,"SK"
"173","06-21",64.04,57.74,19.43,69.34,28.87,56.3,35.93,29.87,79.38,84.05,45.32,54.75,NA,19.43,84.05,52.085,"SK"
"174","06-22",64.54,57.89,20.13,69.82,29.26,56.82,39.05,30.14,79.99,84,45.59,55.02,NA,20.13,84,52.6875,"SK"
"175","06-23",65.07,58.05,20.85,70.25,29.63,57.37,39.29,30.31,80.59,84.04,45.91,55.46,NA,20.85,84.04,53.0683333333333,"SK"
"176","06-24",65.49,58.53,21.52,70.65,29.99,57.92,39.62,30.51,81.13,84.1,46.14,55.96,NA,21.52,84.1,53.4633333333333,"SK"
"177","06-25",65.97,59,22.09,71.1,30.35,58.57,39.96,30.71,81.67,84.17,46.46,56.75,NA,22.09,84.17,53.9,"SK"
"178","06-26",66.45,59.46,22.65,71.52,30.72,59.21,40.36,30.88,82.25,84.25,46.86,57.53,NA,22.65,84.25,54.345,"SK"
