"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"49","02-18",0,81.93,73.28,44.08,52.23,38.43,45.41,58.21,79.38,74.41,62.62,79.59,NA,0,81.93,57.4641666666667,"PT"
"50","02-19",0,80.04,73.28,44.05,52.23,37.58,45.41,57.39,79.38,72.96,63.37,80.19,NA,0,80.04,57.1566666666667,"PT"
"51","02-20",0,80.03,73.28,44.4,52.23,37.58,45.41,56.56,78.58,71.69,64.08,80.89,NA,0,80.03,57.0608333333333,"PT"
"52","02-21",0,78.45,73.28,44.73,52.23,37.58,45.41,56.56,79.12,71.69,64.78,81.55,NA,0,79.12,57.115,"PT"
"53","02-22",0,78.43,73.28,45.42,52.23,37.58,44.74,56.56,79.68,72.2,65.31,81.63,NA,0,79.68,57.255,"PT"
"54","02-23",0,78.43,73.28,45.42,52.23,37.58,44.08,55.24,80.28,72.74,65.31,79.24,NA,0,80.28,56.9858333333333,"PT"
"55","02-24",0,78.43,73.28,43.33,52.23,37.87,43.41,55.79,80.96,73.21,65.64,76.87,NA,0,80.96,56.7516666666667,"PT"
"56","02-25",0,78.43,73.28,43.33,52.23,37.87,43.41,56.04,81.27,73.91,65.64,74.46,NA,0,81.27,56.6558333333333,"PT"
"57","02-26",0,78.43,73.28,43.33,52.23,37.87,43.41,54.26,81.94,74.62,65.92,74.75,NA,0,81.94,56.67,"PT"
"58","02-27",0,78.5,73.28,42.82,52.23,37.8,43.41,52.28,82.63,75.32,66.62,75.12,NA,0,82.63,56.6675,"PT"
"59","02-28",0,78.43,73.32,43.34,52.23,37.8,43.41,50.24,83.11,75.97,67.1,74.05,NA,0,83.11,56.5833333333333,"PT"
"60","02-29",NA,78.43,NA,NA,NA,37.8,NA,NA,NA,76.67,NA,NA,NA,NA,NA,NA,"PT"
"61","03-01",0,78.43,73.32,43.34,52.23,37.8,42.74,49.5,83.12,79.59,67.35,74.05,NA,0,83.12,56.7891666666667,"PT"
"62","03-02",0,78.43,73.32,43.89,52.23,37.79,42.07,49.5,83.12,80.39,65.65,74.05,NA,0,83.12,56.7033333333333,"PT"
"63","03-03",0,78.43,73.28,44.72,52.23,37.8,42.4,49.5,83.12,81.15,64.82,72.99,NA,0,83.12,56.7033333333333,"PT"
"64","03-04",0,78.43,73.32,45.03,52.23,37.48,43.13,49.5,83.12,81.83,63.98,73.21,NA,0,83.12,56.7716666666667,"PT"
"65","03-05",0,78.43,73.39,45.03,52.23,37.08,43.86,49.5,83.12,82.21,63.31,73.85,NA,0,83.12,56.8341666666667,"PT"
"66","03-06",0,78.43,73.34,44.35,52.23,36.69,44.24,48.76,83.12,82.94,63.31,74.21,NA,0,83.12,56.8016666666667,"PT"
"67","03-07",0,78.43,73.34,44.35,52.23,36.31,44.24,48.76,82.18,83.6,63.31,73.9,NA,0,83.6,56.7208333333333,"PT"
"68","03-08",0,78.43,73.34,44.35,52.23,36.9,44.26,48.76,81.14,84.32,62.16,72.83,NA,0,84.32,56.56,"PT"
"69","03-09",0,78.43,73.34,44.84,52.23,36.54,44.26,48.76,81.14,84.75,60.17,72.83,NA,0,84.75,56.4408333333333,"PT"
"70","03-10",0,78.43,73.34,45.3,52.23,36.16,44.27,49.16,81.14,84.75,60.17,72.83,NA,0,84.75,56.4816666666667,"PT"
"71","03-11",0,78.86,73.34,45.31,52.23,35.77,44.27,49.95,81.14,84.76,60.17,73.22,NA,0,84.76,56.585,"PT"
"72","03-12",0,79.28,73.34,45.74,52.23,35.55,44.27,50.72,81.14,84.76,59.06,73.33,NA,0,84.76,56.6183333333333,"PT"
"73","03-13",0,79.28,73.34,46.27,52.23,35.55,44.88,51.45,81.14,84.78,58.39,73.33,NA,0,84.78,56.72,"PT"
"74","03-14",0,79.28,73.34,46.6,52.23,35.55,45.6,51.75,79.74,85.29,58.39,73.33,NA,0,85.29,56.7583333333333,"PT"
"75","03-15",0,79.28,73.34,47.38,52.23,35.55,46.3,51.75,78.85,85.99,58.39,73.54,NA,0,85.99,56.8833333333333,"PT"
"76","03-16",0,79.28,73.34,48.24,52.23,35.55,46.3,52.18,78.85,86.71,58.9,74.24,NA,0,86.71,57.1516666666667,"PT"
"77","03-17",0,80.07,73.34,49.08,52.23,34.72,46.74,52.18,78.85,87.18,59.61,74.91,NA,0,87.18,57.4091666666667,"PT"
"78","03-18",0,80.07,73.34,49.53,52.23,33.67,47.45,52.18,78.85,87.18,60.32,75.15,NA,0,87.18,57.4975,"PT"
"79","03-19",0,80.09,73.34,50.28,52.23,32.86,48.14,52.18,78.85,87.18,61.01,75.81,NA,0,87.18,57.6641666666667,"PT"
"80","03-20",0,80.07,73.34,51.09,52.23,31.54,48.42,52.18,78.85,87.18,61.58,76.52,NA,0,87.18,57.75,"PT"
"81","03-21",0,80.07,73.34,51.94,52.23,30.49,48.42,52.18,78.85,87.73,62.09,76.8,NA,0,87.73,57.845,"PT"
"82","03-22",0,80.07,73.34,52.75,52.23,29.43,48.42,50.6,78.85,88.22,61.35,76.8,NA,0,88.22,57.6716666666667,"PT"
"83","03-23",0,80.07,73.34,53.59,52.23,29.44,48.42,49.76,78.85,88.22,59.26,76.8,NA,0,88.22,57.4983333333333,"PT"
"84","03-24",0,80.07,73.34,54.48,52.23,29.27,47.59,51.93,78.85,88.86,57.26,77.18,NA,0,88.86,57.5883333333333,"PT"
"85","03-25",0,80.07,73.41,55.32,52.23,29.93,47.59,50.22,78.85,89.53,55.68,77.5,NA,0,89.53,57.5275,"PT"
"86","03-26",0,80.07,73.41,56.09,52.23,30.26,48.16,50.75,78.85,90.23,55.01,81.58,NA,0,90.23,58.0533333333333,"PT"
"87","03-27",0,80.07,73.41,56.89,51.38,30.26,48.6,50.75,78.85,90.96,58.12,78.95,NA,0,90.96,58.1866666666667,"PT"
"88","03-28",0,80.07,73.41,57.69,51.38,30.57,48.6,50.75,78.85,91.67,56.41,79.28,NA,0,91.67,58.2233333333333,"PT"
"89","03-29",0,80.07,73.41,58.48,51.38,30.57,48.61,51.13,78.85,92.14,57.15,79.53,NA,0,92.14,58.4433333333333,"PT"
"90","03-30",0,80.84,73.41,59.27,51.36,30.57,48.65,51.85,82.27,92.79,57.83,79.76,NA,0,92.79,59.05,"PT"
"91","03-31",0,81.46,73.41,59.9,51.38,30.57,49.13,52.57,78.85,93.42,58.4,79.75,NA,0,93.42,59.07,"PT"
"92","04-01",0,82.03,73.41,60.69,51.38,30.57,49.13,53.29,78.02,93.86,58.73,80.06,NA,0,93.86,59.2641666666667,"PT"
"93","04-02",0,81.98,73.41,61.27,51.38,30.57,49.13,54.01,75.97,93.86,59.43,80.06,NA,0,93.86,59.2558333333333,"PT"
"94","04-03",0,81.98,73.41,62.05,51.38,30.57,49.13,54.75,74.76,94.33,60.13,80.06,NA,0,94.33,59.3791666666667,"PT"
"95","04-04",0,81.98,73.41,62.88,51.38,30.57,49.13,55.44,73.27,94.76,60.88,80.06,NA,0,94.76,59.48,"PT"
