"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"67","03-07",NA,NA,NA,NA,NA,NA,NA,7.3,7.32,31.09,23.49,6.74,NA,7.3,31.09,15.188,"SE"
"68","03-08",NA,NA,NA,NA,NA,NA,NA,7.3,7.33,30.74,23.49,6.74,NA,7.3,30.74,15.12,"SE"
"69","03-09",NA,NA,NA,NA,NA,NA,NA,7.3,7.33,30.74,20.1,6.74,NA,7.3,30.74,14.442,"SE"
"70","03-10",NA,NA,NA,NA,NA,NA,NA,7.3,7.33,30.74,17.05,6.74,NA,7.3,30.74,13.832,"SE"
"71","03-11",NA,NA,NA,NA,NA,NA,NA,7.3,7.33,30.74,13.31,6.74,NA,7.3,30.74,13.084,"SE"
"72","03-12",NA,NA,NA,NA,NA,NA,NA,7.3,7.33,28.9,12.19,6.74,NA,7.3,28.9,12.492,"SE"
"73","03-13",NA,NA,NA,NA,NA,NA,NA,7.3,7.33,28.9,12.19,6.74,NA,7.3,28.9,12.492,"SE"
"74","03-14",NA,NA,NA,NA,NA,NA,NA,7.3,7,28.9,12.19,6.74,NA,7,28.9,12.426,"SE"
"75","03-15",NA,NA,NA,NA,NA,NA,NA,7.3,7,28.9,12.19,6.74,NA,7,28.9,12.426,"SE"
"76","03-16",NA,NA,NA,NA,NA,NA,NA,7.31,7,28.9,12.19,6.74,NA,7,28.9,12.428,"SE"
"77","03-17",NA,NA,NA,NA,NA,NA,NA,7.31,7,28.9,12.19,6.74,NA,7,28.9,12.428,"SE"
"78","03-18",NA,NA,NA,NA,NA,NA,7.5,7.31,7,28.9,12.19,6.74,NA,7,28.9,12.428,"SE"
"79","03-19",NA,NA,NA,NA,NA,NA,7.5,7.31,7,28.9,12.19,6.74,NA,7,28.9,12.428,"SE"
"80","03-20",NA,NA,NA,NA,NA,NA,7.5,7.31,7,24.91,12.19,6.74,NA,7,24.91,11.63,"SE"
"81","03-21",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.81,12.19,6.74,NA,7,21.81,11.01,"SE"
"82","03-22",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,12.19,6.74,NA,7,21.63,10.974,"SE"
"83","03-23",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,8.31,6.74,NA,7,21.63,10.198,"SE"
"84","03-24",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,8.31,6.74,NA,7,21.63,10.198,"SE"
"85","03-25",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,8.31,6.74,NA,7,21.63,10.198,"SE"
"86","03-26",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,66.61,NA,7,21.63,21.852,"SE"
"87","03-27",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,7.95,6.74,NA,7,21.63,10.126,"SE"
"88","03-28",NA,NA,NA,NA,NA,NA,7.5,7.31,7,29.55,6.71,6.74,NA,7,29.55,11.462,"SE"
"89","03-29",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"90","03-30",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"91","03-31",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"92","04-01",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"93","04-02",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"94","04-03",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"95","04-04",NA,NA,NA,NA,NA,NA,7.5,7.31,7,21.63,6.71,6.74,NA,7,21.63,9.878,"SE"
"96","04-05",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"97","04-06",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"98","04-07",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"99","04-08",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"100","04-09",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"101","04-10",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"102","04-11",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"103","04-12",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"104","04-13",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"105","04-14",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"106","04-15",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"107","04-16",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"108","04-17",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"109","04-18",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"110","04-19",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"111","04-20",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"112","04-21",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"113","04-22",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"114","04-23",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"115","04-24",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"116","04-25",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"117","04-26",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"118","04-27",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"119","04-28",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"120","04-29",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"121","04-30",NA,NA,NA,NA,NA,NA,7.5,7.31,7.01,21.63,6.71,6.74,NA,7.01,21.63,9.88,"SE"
"122","05-01",NA,NA,NA,NA,NA,NA,7.5,7.31,3.22,21.63,6.71,6.74,NA,3.22,21.63,9.122,"SE"
"123","05-02",NA,NA,NA,NA,NA,NA,7.5,7.31,3.22,21.63,6.71,6.74,NA,3.22,21.63,9.122,"SE"
"124","05-03",NA,NA,NA,NA,NA,NA,7.5,7.31,5.59,21.63,6.71,6.74,NA,5.59,21.63,9.596,"SE"
"125","05-04",NA,NA,NA,NA,NA,NA,7.5,7.31,6.91,21.63,6.71,6.74,NA,6.91,21.63,9.86,"SE"
"126","05-05",NA,NA,NA,NA,NA,NA,7.5,7.31,9.02,21.63,6.71,6.74,NA,7.31,21.63,10.282,"SE"
"127","05-06",NA,NA,NA,NA,NA,NA,7.5,7.31,10.88,21.63,6.71,6.74,NA,7.31,21.63,10.654,"SE"
"128","05-07",NA,NA,NA,NA,NA,NA,7.5,7.31,10.88,21.63,6.71,6.74,NA,7.31,21.63,10.654,"SE"
"129","05-08",NA,NA,NA,NA,NA,NA,7.5,7.31,10.88,21.63,6.71,6.74,NA,7.31,21.63,10.654,"SE"
"130","05-09",NA,NA,NA,NA,NA,NA,7.5,7.31,10.88,21.63,6.71,6.74,NA,7.31,21.63,10.654,"SE"
"131","05-10",NA,NA,NA,NA,NA,NA,7.5,7.31,14.1,21.63,6.71,6.74,NA,7.31,21.63,11.298,"SE"
"132","05-11",NA,NA,NA,NA,NA,NA,7.35,7.31,17.82,21.63,6.71,6.74,NA,7.31,21.63,12.042,"SE"
"133","05-12",NA,NA,NA,NA,NA,NA,7.35,7.31,17.82,21.63,6.71,6.74,NA,7.31,21.63,12.042,"SE"
"134","05-13",NA,NA,NA,NA,NA,NA,7.35,7.31,17.82,21.63,6.71,6.74,NA,7.31,21.63,12.042,"SE"
"135","05-14",NA,NA,NA,NA,NA,NA,7.35,7.31,17.82,21.63,6.71,6.74,NA,7.31,21.63,12.042,"SE"
"136","05-15",NA,NA,NA,NA,NA,NA,7.35,7.31,21.88,21.63,6.71,6.74,NA,7.31,21.88,12.854,"SE"
"137","05-16",NA,NA,NA,NA,NA,NA,7.32,7.31,21.88,21.63,6.71,6.74,NA,7.31,21.88,12.854,"SE"
"138","05-17",NA,NA,NA,NA,NA,NA,7.32,7.31,21.88,21.63,6.71,6.74,NA,7.31,21.88,12.854,"SE"
"139","05-18",NA,NA,NA,NA,NA,NA,7.32,7.31,26.98,21.63,6.71,6.74,NA,7.31,26.98,13.874,"SE"
"140","05-19",NA,NA,NA,NA,NA,NA,7.32,7.31,27.27,21.63,6.71,6.74,NA,7.31,27.27,13.932,"SE"
"141","05-20",NA,NA,NA,NA,NA,NA,7.32,7.31,27.27,25.8,6.71,6.74,NA,7.31,27.27,14.766,"SE"
"142","05-21",NA,NA,NA,NA,NA,NA,7.32,7.31,27.27,26.2,6.71,6.74,NA,7.31,27.27,14.846,"SE"
"143","05-22",NA,NA,NA,NA,NA,NA,7.32,7.31,27.27,26.2,6.71,6.74,NA,7.31,27.27,14.846,"SE"
