"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"129","05-08",38.45,24.81,16.22,36.05,23.35,29.23,27.46,13.98,46.47,56.62,23.88,37.93,NA,13.98,56.62,31.2,"Frankrijk"
"130","05-09",38.88,25.16,16.77,36.45,23.59,29.79,27.61,14.43,46.73,57.41,24.61,38.49,NA,14.43,57.41,31.66,"Frankrijk"
"131","05-10",39.23,25.54,17.29,36.84,23.92,30.35,27.82,15,47.08,58.22,25.31,39.1,NA,15,58.22,32.14,"Frankrijk"
"132","05-11",39.61,25.95,17.78,37.21,24.24,30.87,28.08,15.56,47.45,58.58,25.87,39.71,NA,15.56,58.58,32.58,"Frankrijk"
"133","05-12",40.09,26.34,18.22,37.5,24.61,31.26,28.4,16.17,47.8,58.82,26.4,40.33,NA,16.17,58.82,32.99,"Frankrijk"
"134","05-13",40.57,26.68,18.5,37.77,24.97,31.78,28.74,16.67,47.9,59.09,27.1,40.92,NA,16.67,59.09,33.39,"Frankrijk"
"135","05-14",41.25,26.95,18.8,38.07,25.39,32.31,29.09,17.08,48.02,59.41,27.71,41.57,NA,17.08,59.41,33.8,"Frankrijk"
"136","05-15",41.89,27.11,19.08,38.38,25.78,32.79,29.37,17.5,48.05,59.68,28.3,42.24,NA,17.5,59.68,34.18,"Frankrijk"
"137","05-16",42.26,27.27,19.33,38.77,26.23,33.37,29.66,17.97,48.16,60.37,28.89,42.87,NA,17.97,60.37,34.6,"Frankrijk"
"138","05-17",42.56,27.62,19.59,39.21,26.7,33.76,30,18.46,48.38,61.11,29.3,43.51,NA,18.46,61.11,35.02,"Frankrijk"
"139","05-18",42.88,28.06,19.99,39.68,27,34.25,30.3,18.95,48.83,61.87,29.33,43.92,NA,18.95,61.87,35.42,"Frankrijk"
"140","05-19",43.26,28.57,20.33,40.03,27.26,34.69,30.66,19.6,49.35,62.5,29.67,44.41,NA,19.6,62.5,35.86,"Frankrijk"
"141","05-20",43.61,28.96,20.7,40.38,27.44,35.15,31.1,20.32,49.74,63.21,30.19,45.05,NA,20.32,63.21,36.32,"Frankrijk"
"142","05-21",44.14,29.23,21.01,40.72,27.6,35.61,31.58,21.01,50.17,63.98,30.82,45.79,NA,21.01,63.98,36.8,"Frankrijk"
"143","05-22",44.7,29.63,21.32,41.11,27.84,36.11,31.98,21.54,50.57,64.76,31.5,46.6,NA,21.32,64.76,37.3,"Frankrijk"
"144","05-23",45.09,30.01,21.53,41.48,28.21,36.52,32.38,21.92,51.11,65.55,32.24,47.2,NA,21.53,65.55,37.77,"Frankrijk"
"145","05-24",45.47,30.44,21.66,41.91,28.62,36.77,32.83,22.23,51.64,66.24,32.85,47.86,NA,21.66,66.24,38.21,"Frankrijk"
"146","05-25",45.67,30.92,21.89,42.36,28.94,37.06,33.32,22.74,52.17,66.9,33.35,48.48,NA,21.89,66.9,38.65,"Frankrijk"
"147","05-26",45.91,31.5,22.23,42.66,29.2,37.42,33.8,23.34,52.7,67.62,33.68,49.21,NA,22.23,67.62,39.11,"Frankrijk"
"148","05-27",46.33,32.08,22.48,43.03,29.47,37.74,34.26,23.92,53.06,68.17,34.08,49.94,NA,22.48,68.17,39.55,"Frankrijk"
"149","05-28",46.9,32.61,22.75,43.36,29.72,38.21,34.71,24.35,53.34,68.78,34.63,50.62,NA,22.75,68.78,40,"Frankrijk"
"150","05-29",47.36,33.02,23.03,43.85,30.02,38.63,35.02,24.83,53.7,69.43,35.46,51.24,NA,23.03,69.43,40.47,"Frankrijk"
"151","05-30",47.82,33.39,23.38,44.35,30.43,38.72,35.31,25.24,54.18,70.01,36.28,51.67,NA,23.38,70.01,40.9,"Frankrijk"
"152","05-31",48.18,33.75,23.74,44.79,30.85,38.65,35.66,25.67,54.65,70.75,36.95,52.04,NA,23.74,70.75,41.31,"Frankrijk"
