"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"62","03-02",47.66,48.59,38.67,50.25,35.76,43.11,28.84,27.09,42.26,59.97,36.18,28.17,NA,27.09,59.97,40.5458333333333,"EU"
"63","03-03",47.2,48.52,38.31,50,35.24,42.68,28.59,26.33,42.3,59.55,35.85,27.88,NA,26.33,59.55,40.2041666666667,"EU"
"64","03-04",46.84,48.42,37.89,49.72,34.72,42.23,28.5,25.8,42.21,59.13,35.47,27.63,NA,25.8,59.13,39.88,"EU"
"65","03-05",46.63,48.17,37.54,49.49,34.22,41.9,28.41,25.24,42.09,58.67,35.06,27.45,NA,25.24,58.67,39.5725,"EU"
"66","03-06",46.5,47.86,37.23,49.28,33.82,41.58,28.13,24.72,42.01,58.31,34.74,27.26,NA,24.72,58.31,39.2866666666667,"EU"
"67","03-07",46.18,47.43,36.98,49.14,33.56,41.09,27.78,23.83,41.93,58.12,34.42,26.9,NA,23.83,58.12,38.9466666666667,"EU"
"68","03-08",45.87,47.18,36.77,49.06,33.36,40.62,27.52,23.76,41.87,57.98,33.97,26.6,NA,23.76,57.98,38.7133333333333,"EU"
"69","03-09",45.55,46.99,36.62,49.03,33.06,40.18,27.33,23.42,41.9,57.66,33.52,26.37,NA,23.42,57.66,38.4691666666667,"EU"
"70","03-10",45.31,46.88,36.42,48.93,32.81,39.77,27.18,23.29,41.92,57.42,33.19,26.28,NA,23.29,57.42,38.2833333333333,"EU"
"71","03-11",45.11,46.82,36.02,48.78,32.53,39.38,27.14,23.22,41.76,57.27,32.99,26.18,NA,23.22,57.27,38.1,"EU"
"72","03-12",45.05,46.68,35.49,48.64,32.22,39.14,27.1,23.01,41.54,57.14,33.02,26.17,NA,23.01,57.14,37.9333333333333,"EU"
"73","03-13",45.01,46.57,34.9,48.46,31.9,38.9,26.89,22.79,41.34,56.91,32.72,26.17,NA,22.79,56.91,37.7133333333333,"EU"
"74","03-14",44.93,46.47,34.29,48.4,31.61,38.56,26.71,22.58,41.19,56.76,32.59,26,NA,22.58,56.76,37.5075,"EU"
"75","03-15",44.84,46.4,33.71,48.4,31.33,38.16,26.57,22.33,41.13,56.71,32.34,25.85,NA,22.33,56.71,37.3141666666667,"EU"
"76","03-16",44.71,46.38,33.3,48.43,31.01,37.76,26.5,22.1,41.15,56.54,32.06,25.76,NA,22.1,56.54,37.1416666666667,"EU"
"77","03-17",44.58,46.43,32.94,48.38,30.76,37.41,26.41,21.76,41.19,56.37,31.76,25.68,NA,21.76,56.37,36.9725,"EU"
"78","03-18",44.49,46.47,32.43,48.36,30.52,37.12,26.43,21.31,41.01,56.27,31.39,25.64,NA,21.31,56.27,36.7866666666667,"EU"
"79","03-19",44.42,46.42,32,48.34,30.27,36.95,26.48,20.73,40.81,56.17,31.06,25.54,NA,20.73,56.17,36.5991666666667,"EU"
