"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"167","06-15",72.63,68.37,40.52,74.84,42.34,64.39,46.97,41.25,77.4,86.83,36.26,56.26,NA,40.52,86.83,59.01,"Duitsland"
"168","06-16",72.88,68.6,40.94,74.96,42.56,64.65,47.25,41.6,77.68,86.92,36.48,56.66,NA,40.94,86.92,59.26,"Duitsland"
"169","06-17",73.08,68.88,41.37,75.05,42.81,64.94,47.55,41.97,78,86.98,36.76,56.99,NA,41.37,86.98,59.53,"Duitsland"
"170","06-18",73.43,69.09,41.91,75.05,43.07,65.28,47.86,42.24,78.32,87.05,37.12,57.53,NA,41.91,87.05,59.83,"Duitsland"
"171","06-19",73.84,69.22,42.41,75.1,43.27,65.56,48.12,42.49,78.57,87.15,37.58,58.05,NA,42.41,87.15,60.11,"Duitsland"
"172","06-20",74.15,69.36,42.79,75.21,43.52,65.85,48.3,42.72,78.88,87.39,38,58.38,NA,42.72,87.39,60.38,"Duitsland"
"173","06-21",74.5,69.52,43.15,75.38,43.8,66.14,48.52,42.92,79.18,87.67,38.38,58.95,NA,42.92,87.67,60.68,"Duitsland"
"174","06-22",74.83,69.71,43.61,75.59,43.98,66.45,48.69,43.41,79.6,87.77,38.54,59.24,NA,43.41,87.77,60.95,"Duitsland"
"175","06-23",75.18,69.94,44.06,75.75,44.24,66.77,48.83,43.51,80.01,87.87,38.74,59.55,NA,43.51,87.87,61.2,"Duitsland"
"176","06-24",75.43,70.13,44.47,75.74,44.42,67.09,49.24,43.88,80.3,87.94,38.93,59.82,NA,43.88,87.94,61.45,"Duitsland"
